Date,Region,State,Condition,Temperature_C,Precipitation_mm
2025-09-26,Western,Maharashtra,Moderate_Rain,29.3,32.9
2025-09-26,Western,Gujarat,Heavy_Rain,28.9,10.6
2025-09-26,Western,Rajasthan,Clear,32.9,1.7
2025-09-26,Western,Goa,Clear,33.6,4.0
2025-09-26,Eastern,West Bengal,Moderate_Rain,28.6,71.5
2025-09-26,Eastern,Odisha,Clear,27.6,1.9
2025-09-26,Eastern,Bihar,Heavy_Rain,33.9,23.9
2025-09-26,Eastern,Jharkhand,Moderate_Rain,32.7,33.4
2025-09-26,Southern,Karnataka,Clear,25.0,4.7
2025-09-26,Southern,Tamil Nadu,Moderate_Rain,29.1,28.1
2025-09-26,Southern,Kerala,Clear,32.8,0.1
2025-09-26,Southern,Andhra Pradesh,Moderate_Rain,33.7,83.9
2025-09-26,Southern,Telangana,Heavy_Rain,34.6,50.7
2025-09-26,North-Eastern,Assam,Clear,33.8,1.0
2025-09-26,North-Eastern,Meghalaya,Moderate_Rain,27.7,82.9
2025-09-26,North-Eastern,Manipur,Moderate_Rain,29.1,56.1
2025-09-26,North-Eastern,Nagaland,Moderate_Rain,31.9,14.1
2025-09-26,North-Eastern,Tripura,Heavy_Rain,32.4,58.7
2025-09-27,Northern,Delhi,Moderate_Rain,31.1,12.7
2025-09-27,Northern,Punjab,Moderate_Rain,27.1,77.2
2025-09-27,Northern,Haryana,Heavy_Rain,29.3,62.5
2025-09-27,Northern,Himachal Pradesh,Heavy_Rain,29.8,84.1
2025-09-27,Northern,Uttarakhand,Clear,34.2,4.3
2025-09-27,Northern,Jammu & Kashmir,Clear,27.7,0.7
2025-09-27,Western,Maharashtra,Moderate_Rain,26.1,60.0
2025-09-27,Western,Gujarat,Moderate_Rain,27.7,45.0
2025-09-27,Western,Rajasthan,Heavy_Rain,34.1,36.9
2025-09-27,Western,Goa,Clear,32.5,1.0
2025-09-27,Eastern,West Bengal,Clear,29.9,3.8
2025-09-27,Eastern,Odisha,Heavy_Rain,30.0,61.6
2025-09-27,Eastern,Bihar,Moderate_Rain,31.8,61.6
2025-09-27,Eastern,Jharkhand,Moderate_Rain,31.3,62.6
2025-09-27,Southern,Karnataka,Heavy_Rain,34.8,22.6
2025-09-27,Southern,Tamil Nadu,Heavy_Rain,31.2,25.2
2025-09-27,Southern,Kerala,Moderate_Rain,33.7,23.2
2025-09-27,Southern,Andhra Pradesh,Heavy_Rain,34.7,82.1
2025-09-27,Southern,Telangana,Moderate_Rain,31.0,92.0
2025-09-27,North-Eastern,Assam,Moderate_Rain,27.8,39.9
2025-09-27,North-Eastern,Meghalaya,Heavy_Rain,33.4,52.2
2025-09-27,North-Eastern,Manipur,Moderate_Rain,26.0,13.7
2025-09-27,North-Eastern,Nagaland,Clear,29.7,3.3
2025-09-27,North-Eastern,Tripura,Clear,31.1,2.3
2025-09-28,Northern,Delhi,Heavy_Rain,25.7,69.1
2025-09-28,Northern,Punjab,Clear,34.9,3.7
2025-09-28,Northern,Haryana,Moderate_Rain,30.0,28.1
2025-09-28,Northern,Himachal Pradesh,Moderate_Rain,28.2,85.5
2025-09-28,Northern,Uttarakhand,Clear,33.1,3.5
2025-09-28,Northern,Jammu & Kashmir,Moderate_Rain,29.2,19.5
2025-09-28,Western,Maharashtra,Moderate_Rain,27.2,68.2
2025-09-28,Western,Gujarat,Clear,31.4,0.2
2025-09-28,Western,Rajasthan,Clear,32.6,3.6
2025-09-28,Western,Goa,Moderate_Rain,33.4,51.3
2025-09-28,Eastern,West Bengal,Moderate_Rain,27.1,93.5
2025-09-28,Eastern,Odisha,Clear,25.0,1.0
2025-09-28,Eastern,Bihar,Clear,30.9,0.9
2025-09-28,Eastern,Jharkhand,Heavy_Rain,34.8,43.4
2025-09-28,Southern,Karnataka,Heavy_Rain,30.0,52.2
2025-09-28,Southern,Tamil Nadu,Moderate_Rain,33.9,80.1
2025-09-28,Southern,Kerala,Moderate_Rain,30.6,84.0
2025-09-28,Southern,Andhra Pradesh,Clear,30.9,3.1
2025-09-28,Southern,Telangana,Heavy_Rain,34.3,94.0
2025-09-28,North-Eastern,Assam,Moderate_Rain,32.2,22.0
2025-09-28,North-Eastern,Meghalaya,Moderate_Rain,26.2,68.8
2025-09-28,North-Eastern,Manipur,Heavy_Rain,33.8,98.3
2025-09-28,North-Eastern,Nagaland,Moderate_Rain,33.3,52.4
2025-09-28,North-Eastern,Tripura,Heavy_Rain,33.1,13.2
2025-09-29,Northern,Delhi,Clear,27.7,1.6
2025-09-29,Northern,Punjab,Clear,33.9,0.3
2025-09-29,Northern,Haryana,Moderate_Rain,34.8,82.9
2025-09-29,Northern,Himachal Pradesh,Moderate_Rain,25.7,73.3
2025-09-29,Northern,Uttarakhand,Clear,28.1,2.1
2025-09-29,Northern,Jammu & Kashmir,Moderate_Rain,25.8,63.4
2025-09-29,Western,Maharashtra,Heavy_Rain,32.5,85.9
2025-09-29,Western,Gujarat,Clear,28.5,2.6
2025-09-29,Western,Rajasthan,Heavy_Rain,31.0,38.8
2025-09-29,Western,Goa,Moderate_Rain,34.9,43.3
2025-09-29,Eastern,West Bengal,Clear,33.3,0.8
2025-09-29,Eastern,Odisha,Moderate_Rain,30.5,55.5
2025-09-29,Eastern,Bihar,Clear,30.3,2.1
2025-09-29,Eastern,Jharkhand,Moderate_Rain,31.9,96.4
2025-09-29,Southern,Karnataka,Clear,27.4,0.4
2025-09-29,Southern,Tamil Nadu,Clear,26.8,3.4
2025-09-29,Southern,Kerala,Heavy_Rain,28.3,66.9
2025-09-29,Southern,Andhra Pradesh,Heavy_Rain,33.1,59.2
2025-09-29,Southern,Telangana,Heavy_Rain,30.7,23.9
2025-09-29,North-Eastern,Assam,Clear,32.8,4.2
2025-09-29,North-Eastern,Meghalaya,Heavy_Rain,26.3,56.0
2025-09-29,North-Eastern,Manipur,Heavy_Rain,29.9,68.4
2025-09-29,North-Eastern,Nagaland,Clear,32.6,1.9
2025-09-29,North-Eastern,Tripura,Heavy_Rain,25.5,88.6
2025-09-30,Northern,Delhi,Moderate_Rain,32.8,29.8
2025-09-30,Northern,Punjab,Moderate_Rain,31.1,44.9
2025-09-30,Northern,Haryana,Moderate_Rain,34.1,30.2
2025-09-30,Northern,Himachal Pradesh,Clear,31.1,3.3
2025-09-30,Northern,Uttarakhand,Clear,27.4,4.6
2025-09-30,Northern,Jammu & Kashmir,Moderate_Rain,29.9,14.0
2025-09-30,Western,Maharashtra,Clear,29.1,2.6
2025-09-30,Western,Gujarat,Moderate_Rain,26.9,99.7
2025-09-30,Western,Rajasthan,Moderate_Rain,25.1,72.1
2025-09-30,Western,Goa,Clear,32.4,2.2
2025-09-30,Eastern,West Bengal,Moderate_Rain,31.6,85.6
2025-09-30,Eastern,Odisha,Moderate_Rain,28.3,19.0
2025-09-30,Eastern,Bihar,Heavy_Rain,32.7,71.3
2025-09-30,Eastern,Jharkhand,Clear,25.3,3.4
2025-09-30,Southern,Karnataka,Moderate_Rain,30.2,67.9
2025-09-30,Southern,Tamil Nadu,Moderate_Rain,32.1,56.5
2025-09-30,Southern,Kerala,Moderate_Rain,28.1,33.7
2025-09-30,Southern,Andhra Pradesh,Moderate_Rain,25.8,19.4
2025-09-30,Southern,Telangana,Heavy_Rain,29.8,37.8
2025-09-30,North-Eastern,Assam,Heavy_Rain,32.0,68.6
2025-09-30,North-Eastern,Meghalaya,Moderate_Rain,34.8,94.3
2025-09-30,North-Eastern,Manipur,Moderate_Rain,27.0,86.6
2025-09-30,North-Eastern,Nagaland,Clear,31.3,0.6
2025-09-30,North-Eastern,Tripura,Clear,32.8,4.1
2025-10-01,Northern,Delhi,Clear,30.8,3.7
2025-10-01,Northern,Punjab,Extreme_Heat,36.8,4.4
2025-10-01,Northern,Haryana,Extreme_Heat,43.1,2.7
2025-10-01,Northern,Himachal Pradesh,Clear,34.7,1.2
2025-10-01,Northern,Uttarakhand,Clear,30.1,1.8
2025-10-01,Northern,Jammu & Kashmir,Clear,29.7,2.1
2025-10-01,Western,Maharashtra,Clear,32.6,0.1
2025-10-01,Western,Gujarat,Clear,29.2,4.1
2025-10-01,Western,Rajasthan,Extreme_Heat,42.2,4.8
2025-10-01,Western,Goa,Clear,34.4,2.2
2025-10-01,Eastern,West Bengal,Clear,32.6,2.4
2025-10-01,Eastern,Odisha,Clear,28.6,4.3
2025-10-01,Eastern,Bihar,Extreme_Heat,40.6,1.8
2025-10-01,Eastern,Jharkhand,Clear,32.0,3.0
2025-10-01,Southern,Karnataka,Clear,27.3,3.3
2025-10-01,Southern,Tamil Nadu,Extreme_Heat,41.6,4.8
2025-10-01,Southern,Kerala,Clear,26.4,3.6
2025-10-01,Southern,Andhra Pradesh,Clear,28.7,1.7
2025-10-01,Southern,Telangana,Clear,35.0,3.2
2025-10-01,North-Eastern,Assam,Clear,28.0,1.1
2025-10-01,North-Eastern,Meghalaya,Extreme_Heat,41.0,4.3
2025-10-01,North-Eastern,Manipur,Clear,31.3,2.7
2025-10-01,North-Eastern,Nagaland,Clear,30.8,2.7
2025-10-01,North-Eastern,Tripura,Extreme_Heat,37.0,0.1
2025-10-02,Northern,Delhi,Clear,32.9,1.5
2025-10-02,Northern,Punjab,Extreme_Heat,35.8,3.5
2025-10-02,Northern,Haryana,Clear,31.3,1.7
2025-10-02,Northern,Himachal Pradesh,Clear,31.5,2.7
2025-10-02,Northern,Uttarakhand,Extreme_Heat,44.0,1.3
2025-10-02,Northern,Jammu & Kashmir,Clear,29.4,2.1
2025-10-02,Western,Maharashtra,Clear,26.6,0.1
2025-10-02,Western,Gujarat,Clear,31.6,0.4
2025-10-02,Western,Rajasthan,Extreme_Heat,31.1,2.8
2025-10-02,Western,Goa,Clear,26.0,4.5
2025-10-02,Eastern,West Bengal,Clear,31.7,4.2
2025-10-02,Eastern,Odisha,Extreme_Heat,30.9,3.5
2025-10-02,Eastern,Bihar,Clear,27.0,4.1
2025-10-02,Eastern,Jharkhand,Extreme_Heat,34.3,4.1
2025-10-02,Southern,Karnataka,Clear,32.2,3.0
2025-10-02,Southern,Tamil Nadu,Clear,27.9,2.7
2025-10-02,Southern,Kerala,Clear,32.7,4.9
2025-10-02,Southern,Andhra Pradesh,Clear,29.2,4.1
2025-10-02,Southern,Telangana,Clear,32.5,4.8
2025-10-02,North-Eastern,Assam,Extreme_Heat,32.8,3.5
2025-10-02,North-Eastern,Meghalaya,Clear,29.5,2.1
2025-10-02,North-Eastern,Manipur,Clear,28.8,3.0
2025-10-02,North-Eastern,Nagaland,Extreme_Heat,44.3,2.1
2025-10-02,North-Eastern,Tripura,Clear,28.1,0.7
2025-10-03,Northern,Delhi,Extreme_Heat,34.2,4.6
2025-10-03,Northern,Punjab,Clear,33.5,0.7
2025-10-03,Northern,Haryana,Clear,32.0,0.7
2025-10-03,Northern,Himachal Pradesh,Clear,30.9,1.3
2025-10-03,Northern,Uttarakhand,Clear,34.9,0.4
2025-10-03,Northern,Jammu & Kashmir,Extreme_Heat,38.3,4.9
2025-10-03,Western,Maharashtra,Extreme_Heat,39.3,2.4
2025-10-03,Western,Gujarat,Clear,33.6,0.5
2025-10-03,Western,Rajasthan,Clear,31.4,1.6
2025-10-03,Western,Goa,Clear,26.2,4.1
2025-10-03,Eastern,West Bengal,Clear,26.6,0.1
2025-10-03,Eastern,Odisha,Clear,28.5,3.9
2025-10-03,Eastern,Bihar,Extreme_Heat,35.9,1.5
2025-10-03,Eastern,Jharkhand,Clear,28.1,2.2
2025-10-03,Southern,Karnataka,Extreme_Heat,31.7,4.1
2025-10-03,Southern,Tamil Nadu,Extreme_Heat,41.3,1.2
2025-10-03,Southern,Kerala,Extreme_Heat,38.5,1.1
2025-10-03,Southern,Andhra Pradesh,Clear,31.4,3.7
2025-10-03,Southern,Telangana,Clear,32.6,1.8
2025-10-03,North-Eastern,Assam,Clear,29.4,2.4
2025-10-03,North-Eastern,Meghalaya,Clear,28.0,4.1
2025-10-03,North-Eastern,Manipur,Clear,34.3,0.1
2025-10-03,North-Eastern,Nagaland,Clear,26.8,0.0
2025-10-03,North-Eastern,Tripura,Clear,32.3,1.7
2025-10-04,Northern,Delhi,Clear,32.8,4.2
2025-10-04,Northern,Punjab,Clear,34.3,3.9
2025-10-04,Northern,Haryana,Clear,29.0,4.4
2025-10-04,Northern,Himachal Pradesh,Clear,34.1,0.9
2025-10-04,Northern,Uttarakhand,Clear,28.0,2.9
2025-10-04,Northern,Jammu & Kashmir,Clear,25.7,4.8
2025-10-04,Western,Maharashtra,Clear,32.3,1.4
2025-10-04,Western,Gujarat,Clear,29.8,1.9
2025-10-04,Western,Rajasthan,Clear,25.9,0.7
2025-10-04,Western,Goa,Clear,30.9,3.5
2025-10-04,Eastern,West Bengal,Extreme_Heat,34.8,2.9
2025-10-04,Eastern,Odisha,Clear,31.9,0.7
2025-10-04,Eastern,Bihar,Clear,28.2,0.1
2025-10-04,Eastern,Jharkhand,Clear,31.5,2.2
2025-10-04,Southern,Karnataka,Extreme_Heat,32.9,0.5
2025-10-04,Southern,Tamil Nadu,Clear,25.6,2.5
2025-10-04,Southern,Kerala,Extreme_Heat,31.3,4.8
2025-10-04,Southern,Andhra Pradesh,Clear,28.2,2.9
2025-10-04,Southern,Telangana,Clear,29.3,1.3
2025-10-04,North-Eastern,Assam,Extreme_Heat,31.6,0.9
2025-10-04,North-Eastern,Meghalaya,Clear,30.5,2.4
2025-10-04,North-Eastern,Manipur,Extreme_Heat,39.2,0.5
2025-10-04,North-Eastern,Nagaland,Extreme_Heat,34.8,3.2
2025-10-04,North-Eastern,Tripura,Clear,32.6,0.6
2025-10-05,Northern,Delhi,Clear,30.5,2.0
2025-10-05,Northern,Punjab,Clear,29.3,0.7
2025-10-05,Northern,Haryana,Clear,33.1,1.2
2025-10-05,Northern,Himachal Pradesh,Clear,27.6,1.9
2025-10-05,Northern,Uttarakhand,Clear,25.3,0.1
2025-10-05,Northern,Jammu & Kashmir,Clear,26.9,1.0
2025-10-05,Western,Maharashtra,Extreme_Heat,44.7,4.4
2025-10-05,Western,Gujarat,Clear,25.2,4.5
2025-10-05,Western,Rajasthan,Clear,26.4,4.6
2025-10-05,Western,Goa,Clear,26.0,3.7
2025-10-05,Eastern,West Bengal,Clear,29.1,0.1
2025-10-05,Eastern,Odisha,Clear,25.8,0.5
2025-10-05,Eastern,Bihar,Clear,30.7,3.7
2025-10-05,Eastern,Jharkhand,Clear,33.6,0.5
2025-10-05,Southern,Karnataka,Extreme_Heat,33.1,4.5
2025-10-05,Southern,Tamil Nadu,Clear,33.5,0.6
2025-10-05,Southern,Kerala,Clear,34.9,0.2
2025-10-05,Southern,Andhra Pradesh,Clear,30.9,4.3
2025-10-05,Southern,Telangana,Clear,25.5,3.3
2025-10-05,North-Eastern,Assam,Extreme_Heat,30.4,0.7
2025-10-05,North-Eastern,Meghalaya,Clear,26.1,4.3
2025-10-05,North-Eastern,Manipur,Clear,28.1,1.3
2025-10-05,North-Eastern,Nagaland,Clear,26.9,2.9
2025-10-05,North-Eastern,Tripura,Clear,30.2,1.8
2025-10-06,Northern,Delhi,Clear,26.6,4.0
2025-10-06,Northern,Punjab,Clear,33.6,1.7
2025-10-06,Northern,Haryana,Clear,27.2,1.7
2025-10-06,Northern,Himachal Pradesh,Clear,28.0,2.5
2025-10-06,Northern,Uttarakhand,Clear,29.3,3.0
2025-10-06,Northern,Jammu & Kashmir,Clear,30.8,0.9
2025-10-06,Western,Maharashtra,Extreme_Heat,34.0,2.1
2025-10-06,Western,Gujarat,Clear,30.8,3.6
2025-10-06,Western,Rajasthan,Clear,32.5,1.2
2025-10-06,Western,Goa,Extreme_Heat,43.0,3.1
2025-10-06,Eastern,West Bengal,Clear,30.7,1.4
2025-10-06,Eastern,Odisha,Clear,29.7,0.9
2025-10-06,Eastern,Bihar,Clear,33.3,1.8
2025-10-06,Eastern,Jharkhand,Clear,26.8,1.7
2025-10-06,Southern,Karnataka,Extreme_Heat,36.1,4.9
2025-10-06,Southern,Tamil Nadu,Clear,25.7,2.8
2025-10-06,Southern,Kerala,Extreme_Heat,35.9,3.8
2025-10-06,Southern,Andhra Pradesh,Clear,27.5,1.8
2025-10-06,Southern,Telangana,Clear,29.2,3.1
2025-10-06,North-Eastern,Assam,Clear,29.7,0.5
2025-10-06,North-Eastern,Meghalaya,Clear,29.0,1.1
2025-10-06,North-Eastern,Manipur,Clear,33.8,0.8
2025-10-06,North-Eastern,Nagaland,Clear,28.9,4.6
2025-10-06,North-Eastern,Tripura,Clear,28.4,3.3
2025-10-07,Northern,Delhi,Extreme_Heat,39.5,0.6
2025-10-07,Northern,Punjab,Clear,26.5,3.7
2025-10-07,Northern,Haryana,Clear,32.1,4.4
2025-10-07,Northern,Himachal Pradesh,Extreme_Heat,38.9,2.5
2025-10-07,Northern,Uttarakhand,Clear,29.7,0.5
2025-10-07,Northern,Jammu & Kashmir,Clear,33.6,3.2
2025-10-07,Western,Maharashtra,Extreme_Heat,41.2,4.8
2025-10-07,Western,Gujarat,Clear,27.1,1.6
2025-10-07,Western,Rajasthan,Clear,28.3,2.1
2025-10-07,Western,Goa,Extreme_Heat,38.7,1.2
2025-10-07,Eastern,West Bengal,Extreme_Heat,35.9,3.9
2025-10-07,Eastern,Odisha,Clear,29.7,1.5
2025-10-07,Eastern,Bihar,Clear,32.5,3.1
2025-10-07,Eastern,Jharkhand,Clear,28.5,2.1
2025-10-07,Southern,Karnataka,Clear,30.0,3.4
2025-10-07,Southern,Tamil Nadu,Clear,32.8,2.0
2025-10-07,Southern,Kerala,Clear,25.9,3.5
2025-10-07,Southern,Andhra Pradesh,Clear,33.1,0.1
2025-10-07,Southern,Telangana,Extreme_Heat,30.9,0.7
2025-10-07,North-Eastern,Assam,Clear,32.7,3.9
2025-10-07,North-Eastern,Meghalaya,Clear,31.1,1.4
2025-10-07,North-Eastern,Manipur,Extreme_Heat,43.6,4.8
2025-10-07,North-Eastern,Nagaland,Clear,26.4,2.8
2025-10-07,North-Eastern,Tripura,Clear,26.2,2.9
2025-10-08,Northern,Delhi,Clear,29.0,4.9
2025-10-08,Northern,Punjab,Clear,28.0,3.0
2025-10-08,Northern,Haryana,Extreme_Heat,34.8,2.0
2025-10-08,Northern,Himachal Pradesh,Clear,32.5,4.2
2025-10-08,Northern,Uttarakhand,Clear,32.0,1.9
2025-10-08,Northern,Jammu & Kashmir,Clear,27.1,3.8
2025-10-08,Western,Maharashtra,Clear,29.6,3.0
2025-10-08,Western,Gujarat,Clear,29.0,0.1
2025-10-08,Western,Rajasthan,Clear,31.6,2.5
2025-10-08,Western,Goa,Clear,29.1,0.9
2025-10-08,Eastern,West Bengal,Extreme_Heat,38.5,3.6
2025-10-08,Eastern,Odisha,Clear,29.5,3.1
2025-10-08,Eastern,Bihar,Clear,33.9,2.1
2025-10-08,Eastern,Jharkhand,Clear,27.2,1.1
2025-10-08,Southern,Karnataka,Clear,34.6,0.2
2025-10-08,Southern,Tamil Nadu,Clear,32.9,0.8
2025-10-08,Southern,Kerala,Clear,32.8,0.6
2025-10-08,Southern,Andhra Pradesh,Clear,27.7,2.8
2025-10-08,Southern,Telangana,Clear,25.8,3.8
2025-10-08,North-Eastern,Assam,Clear,34.7,1.2
2025-10-08,North-Eastern,Meghalaya,Clear,31.7,2.4
2025-10-08,North-Eastern,Manipur,Extreme_Heat,33.1,3.3
2025-10-08,North-Eastern,Nagaland,Clear,26.0,2.7
2025-10-08,North-Eastern,Tripura,Clear,30.5,4.1
2025-10-09,Northern,Delhi,Clear,25.6,0.4
2025-10-09,Northern,Punjab,Clear,29.9,4.3
2025-10-09,Northern,Haryana,Clear,34.9,0.2
2025-10-09,Northern,Himachal Pradesh,Clear,25.1,0.5
2025-10-09,Northern,Uttarakhand,Clear,32.1,2.9
2025-10-09,Northern,Jammu & Kashmir,Clear,25.5,3.9
2025-10-09,Western,Maharashtra,Clear,34.2,3.3
2025-10-09,Western,Gujarat,Clear,30.6,0.8
2025-10-09,Western,Rajasthan,Extreme_Heat,43.9,4.3
2025-10-09,Western,Goa,Extreme_Heat,45.0,4.6
2025-10-09,Eastern,West Bengal,Clear,31.0,4.4
2025-10-09,Eastern,Odisha,Clear,26.2,1.5
2025-10-09,Eastern,Bihar,Clear,34.0,1.3
2025-10-09,Eastern,Jharkhand,Clear,27.6,1.5
2025-10-09,Southern,Karnataka,Clear,27.1,5.0
2025-10-09,Southern,Tamil Nadu,Clear,25.6,0.4
2025-10-09,Southern,Kerala,Extreme_Heat,40.1,2.8
2025-10-09,Southern,Andhra Pradesh,Extreme_Heat,43.9,4.2
2025-10-09,Southern,Telangana,Clear,30.4,1.0
2025-10-09,North-Eastern,Assam,Clear,32.9,0.4
2025-10-09,North-Eastern,Meghalaya,Clear,33.8,4.3
2025-10-09,North-Eastern,Manipur,Extreme_Heat,43.2,0.6
2025-10-09,North-Eastern,Nagaland,Clear,28.1,2.9
2025-10-09,North-Eastern,Tripura,Clear,28.0,5.0
2025-10-10,Northern,Delhi,Extreme_Heat,30.1,3.3
2025-10-10,Northern,Punjab,Clear,26.2,1.4
2025-10-10,Northern,Haryana,Extreme_Heat,34.5,4.3
2025-10-10,Northern,Himachal Pradesh,Clear,34.3,4.5
2025-10-10,Northern,Uttarakhand,Clear,31.1,3.9
2025-10-10,Northern,Jammu & Kashmir,Extreme_Heat,37.7,2.4
2025-10-10,Western,Maharashtra,Extreme_Heat,42.9,1.9
2025-10-10,Western,Gujarat,Clear,27.4,3.0
2025-10-10,Western,Rajasthan,Clear,31.4,0.2
2025-10-10,Western,Goa,Clear,26.1,3.1
2025-10-10,Eastern,West Bengal,Extreme_Heat,38.7,0.6
2025-10-10,Eastern,Odisha,Clear,31.4,0.8
2025-10-10,Eastern,Bihar,Clear,33.8,1.7
2025-10-10,Eastern,Jharkhand,Clear,25.8,3.5
2025-10-10,Southern,Karnataka,Clear,25.5,1.1
2025-10-10,Southern,Tamil Nadu,Extreme_Heat,32.8,4.8
2025-10-10,Southern,Kerala,Clear,27.5,2.0
2025-10-10,Southern,Andhra Pradesh,Clear,35.0,1.7
2025-10-10,Southern,Telangana,Clear,30.0,3.8
2025-10-10,North-Eastern,Assam,Clear,25.0,4.5
2025-10-10,North-Eastern,Meghalaya,Clear,32.2,1.4
2025-10-10,North-Eastern,Manipur,Clear,29.7,4.7
2025-10-10,North-Eastern,Nagaland,Clear,34.1,2.6
2025-10-10,North-Eastern,Tripura,Clear,31.0,2.1
2025-10-11,Northern,Delhi,Clear,25.3,4.9
2025-10-11,Northern,Punjab,Clear,31.3,3.0
2025-10-11,Northern,Haryana,Clear,28.5,2.2
2025-10-11,Northern,Himachal Pradesh,Extreme_Heat,35.5,1.0
2025-10-11,Northern,Uttarakhand,Clear,33.5,4.4
2025-10-11,Northern,Jammu & Kashmir,Clear,32.2,2.2
2025-10-11,Western,Maharashtra,Extreme_Heat,36.1,0.8
2025-10-11,Western,Gujarat,Clear,25.3,2.0
2025-10-11,Western,Rajasthan,Extreme_Heat,37.1,4.4
2025-10-11,Western,Goa,Clear,33.6,0.4
2025-10-11,Eastern,West Bengal,Clear,27.2,0.6
2025-10-11,Eastern,Odisha,Extreme_Heat,44.3,2.5
2025-10-11,Eastern,Bihar,Extreme_Heat,33.9,4.3
2025-10-11,Eastern,Jharkhand,Extreme_Heat,31.5,3.9
2025-10-11,Southern,Karnataka,Clear,31.4,0.0
2025-10-11,Southern,Tamil Nadu,Extreme_Heat,39.0,2.0
2025-10-11,Southern,Kerala,Clear,33.0,4.9
2025-10-11,Southern,Andhra Pradesh,Clear,30.4,2.4
2025-10-11,Southern,Telangana,Clear,26.7,2.4
2025-10-11,North-Eastern,Assam,Clear,33.7,0.6
2025-10-11,North-Eastern,Meghalaya,Clear,26.4,0.7
2025-10-11,North-Eastern,Manipur,Clear,30.6,0.9
2025-10-11,North-Eastern,Nagaland,Clear,27.8,0.1
2025-10-11,North-Eastern,Tripura,Clear,30.3,4.3
2025-10-12,Northern,Delhi,Clear,30.9,5.0
2025-10-12,Northern,Punjab,Clear,27.7,0.2
2025-10-12,Northern,Haryana,Clear,30.5,3.6
2025-10-12,Northern,Himachal Pradesh,Extreme_Heat,31.7,3.0
2025-10-12,Northern,Uttarakhand,Clear,26.0,4.4
2025-10-12,Northern,Jammu & Kashmir,Clear,28.5,4.7
2025-10-12,Western,Maharashtra,Clear,34.5,4.1
2025-10-12,Western,Gujarat,Clear,34.7,1.0
2025-10-12,Western,Rajasthan,Extreme_Heat,32.5,4.6
2025-10-12,Western,Goa,Clear,25.1,4.6
2025-10-12,Eastern,West Bengal,Extreme_Heat,39.6,1.4
2025-10-12,Eastern,Odisha,Clear,30.6,4.8
2025-10-12,Eastern,Bihar,Clear,29.6,3.0
2025-10-12,Eastern,Jharkhand,Clear,34.3,0.1
2025-10-12,Southern,Karnataka,Clear,25.2,4.3
2025-10-12,Southern,Tamil Nadu,Clear,27.9,0.5
2025-10-12,Southern,Kerala,Clear,25.8,1.2
2025-10-12,Southern,Andhra Pradesh,Clear,26.3,4.4
2025-10-12,Southern,Telangana,Clear,27.6,4.6
2025-10-12,North-Eastern,Assam,Extreme_Heat,42.0,2.8
2025-10-12,North-Eastern,Meghalaya,Clear,31.3,3.7
2025-10-12,North-Eastern,Manipur,Clear,31.4,0.9
2025-10-12,North-Eastern,Nagaland,Clear,27.2,0.1
2025-10-12,North-Eastern,Tripura,Clear,34.1,2.5
2025-10-13,Northern,Delhi,Clear,27.3,3.4
2025-10-13,Northern,Punjab,Clear,26.0,3.3
2025-10-13,Northern,Haryana,Extreme_Heat,43.8,1.3
2025-10-13,Northern,Himachal Pradesh,Clear,29.0,4.1
2025-10-13,Northern,Uttarakhand,Clear,28.3,1.6
2025-10-13,Northern,Jammu & Kashmir,Clear,34.1,4.8
2025-10-13,Western,Maharashtra,Clear,28.1,3.0
2025-10-13,Western,Gujarat,Clear,27.8,2.7
2025-10-13,Western,Rajasthan,Clear,31.0,4.2
2025-10-13,Western,Goa,Extreme_Heat,30.7,2.8
2025-10-13,Eastern,West Bengal,Clear,26.5,1.8
2025-10-13,Eastern,Odisha,Extreme_Heat,31.0,0.1
2025-10-13,Eastern,Bihar,Clear,29.2,1.9
2025-10-13,Eastern,Jharkhand,Clear,32.6,1.2
2025-10-13,Southern,Karnataka,Clear,25.4,2.2
2025-10-13,Southern,Tamil Nadu,Extreme_Heat,36.7,1.6
2025-10-13,Southern,Kerala,Clear,29.2,4.6
2025-10-13,Southern,Andhra Pradesh,Clear,34.0,1.5
2025-10-13,Southern,Telangana,Clear,27.2,0.7
2025-10-13,North-Eastern,Assam,Clear,26.9,2.6
2025-10-13,North-Eastern,Meghalaya,Extreme_Heat,32.4,3.1
2025-10-13,North-Eastern,Manipur,Extreme_Heat,34.5,1.5
2025-10-13,North-Eastern,Nagaland,Extreme_Heat,32.7,4.3
2025-10-13,North-Eastern,Tripura,Clear,31.8,2.7
2025-10-14,Northern,Delhi,Clear,34.0,3.7
2025-10-14,Northern,Punjab,Clear,30.1,1.1
2025-10-14,Northern,Haryana,Clear,29.5,1.4
2025-10-14,Northern,Himachal Pradesh,Clear,32.2,1.5
2025-10-14,Northern,Uttarakhand,Clear,33.7,1.2
2025-10-14,Northern,Jammu & Kashmir,Clear,28.4,1.6
2025-10-14,Western,Maharashtra,Extreme_Heat,44.4,1.4
2025-10-14,Western,Gujarat,Clear,33.3,1.9
2025-10-14,Western,Rajasthan,Extreme_Heat,34.2,0.1
2025-10-14,Western,Goa,Clear,27.4,2.3
2025-10-14,Eastern,West Bengal,Clear,26.4,1.1
2025-10-14,Eastern,Odisha,Clear,27.9,3.4
2025-10-14,Eastern,Bihar,Clear,33.5,4.7
2025-10-14,Eastern,Jharkhand,Clear,34.2,3.2
