item_code,project_title,serial_number,description,unit,quantity,rate_per_unit,total_cost,material_category,shelf_life,reorder_frequency,procurement_lead_time,has_components,component_count
0205,"Cost data for Augmentation of 33/11 KV, 2x3.15 MVA to 2x5 MVA Power T/F ( Outdoor)[if associated switch gears available]",15-SUB,"RSJ 116x100, 9 m long",Nos.,6.0,9254.0,55524.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0205,"Cost data for Augmentation of 33/11 KV, 2x3.15 MVA to 2x5 MVA Power T/F ( Outdoor)[if associated switch gears available]",15-SUB,MS Channel 100x50x6 mm,Kg.,1610.0,51.8,83398.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0205,"Cost data for Augmentation of 33/11 KV, 2x3.15 MVA to 2x5 MVA Power T/F ( Outdoor)[if associated switch gears available]",15-SUB,MS angle 50x50x6 mm,Kg.,100.0,51.8,5180.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0205,"Cost data for Augmentation of 33/11 KV, 2x3.15 MVA to 2x5 MVA Power T/F ( Outdoor)[if associated switch gears available]",15-SUB,MS Flat 75x10 mm,Kg.,80.0,48.5,3880.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0205,"Cost data for Augmentation of 33/11 KV, 2x3.15 MVA to 2x5 MVA Power T/F ( Outdoor)[if associated switch gears available]",15-SUB,"11KV A.B. Switch, 400 A",Nos.,3.0,9240.0,27720.0,other,Variable,As needed,1-2 weeks,No,0
0205,"Cost data for Augmentation of 33/11 KV, 2x3.15 MVA to 2x5 MVA Power T/F ( Outdoor)[if associated switch gears available]",15-SUB,Disc Insulator 11 KV 70 KN,Nos.,36.0,344.0,12384.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0205,"Cost data for Augmentation of 33/11 KV, 2x3.15 MVA to 2x5 MVA Power T/F ( Outdoor)[if associated switch gears available]",15-SUB,Strain Hardware for Dog0.1 or Equ.AAAC.,Nos.,36.0,322.0,11592.0,other,Variable,As needed,1-2 weeks,No,0
0205,"Cost data for Augmentation of 33/11 KV, 2x3.15 MVA to 2x5 MVA Power T/F ( Outdoor)[if associated switch gears available]",15-SUB,11 kV Pin Insulators with G.I. Pins,Nos.,9.0,135.0,1215.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0205,"Cost data for Augmentation of 33/11 KV, 2x3.15 MVA to 2x5 MVA Power T/F ( Outdoor)[if associated switch gears available]",15-SUB,Earthing Sets H.T,Sets,3.0,342.0,1026.0,other,Variable,As needed,1-2 weeks,No,0
0205,"Cost data for Augmentation of 33/11 KV, 2x3.15 MVA to 2x5 MVA Power T/F ( Outdoor)[if associated switch gears available]",15-SUB,L.As. 11 KV (Gapless type) with disconector,Sets,3.0,1268.0,3804.0,other,Variable,As needed,1-2 weeks,No,0
0205,"Cost data for Augmentation of 33/11 KV, 2x3.15 MVA to 2x5 MVA Power T/F ( Outdoor)[if associated switch gears available]",15-SUB,AAAC 100 mm2,Rmt.,150.0,51.82,7773.0,other,Variable,As needed,1-2 weeks,No,0
0205,"Cost data for Augmentation of 33/11 KV, 2x3.15 MVA to 2x5 MVA Power T/F ( Outdoor)[if associated switch gears available]",15-SUB,G.I.Strip (25 X 3 mm),Kg.,40.0,66.78,2671.2,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0205,"Cost data for Augmentation of 33/11 KV, 2x3.15 MVA to 2x5 MVA Power T/F ( Outdoor)[if associated switch gears available]",15-SUB,G.I.Nut Bolts,Kg.,50.0,82.9,4145.0,fasteners,Long (>5 years),Quarterly,1 week,No,0
0205,"Cost data for Augmentation of 33/11 KV, 2x3.15 MVA to 2x5 MVA Power T/F ( Outdoor)[if associated switch gears available]",15-SUB,Concreting ration 1:3:6,Cmt.,4.0,3027.0,12108.0,other,Variable,As needed,1-2 weeks,No,0
0205,"Cost data for Augmentation of 33/11 KV, 2x3.15 MVA to 2x5 MVA Power T/F ( Outdoor)[if associated switch gears available]",15-SUB,DOG TO DOG or equivalent AAAC,Nos.,18.0,559.0,10062.0,other,Variable,As needed,1-2 weeks,No,0
0205,"Cost data for Augmentation of 33/11 KV, 2x3.15 MVA to 2x5 MVA Power T/F ( Outdoor)[if associated switch gears available]",15-SUB,T-Connector for 100 sq mm conductor,Nos.,18.0,733.0,13194.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0205,"Cost data for Augmentation of 33/11 KV, 2x3.15 MVA to 2x5 MVA Power T/F ( Outdoor)[if associated switch gears available]",15-SUB,Miscellaneous material,LS,1.0,475.0,475.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,1,33 KV Lightning Arrestors (Station type),Set,4.0,13571.0,54284.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,2,33 KV Isolators with EB (800 A),Set,2.0,55190.0,110380.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,3,33 KV Isolators without EB (800 Amp.),Set,5.0,50510.0,252550.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,4,33 KV Post Insulator,Nos,6.0,918.0,5508.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,5,"RSJ 125x70, 8 m long",Nos,16.0,4683.0,74928.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,6,G.I.Channel 100x50x6mm,Kg.,3300.0,70.08,231264.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,7,G.I.Angle 75x40 mm,Kg.,200.0,70.08,14016.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,8,G.I Flat 50x10 mm,Kg.,160.0,66.78,10684.8,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,9,Disc Insulator 11 KV 70 KN,Nos,36.0,344.0,12384.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,10,AAAC 232 mm2,MTR,200.0,127.4,25480.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,11,Strain Hardware for AAAC232 sq.mm.,Nos,12.0,603.0,7236.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,12,Earthing complete as per Sheet no. 1,Set,2.0,240980.0,481960.0,other,Variable,As needed,1-2 weeks,Yes,6
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,12-SUB,M.S.Flat 50 x 6 mm,Kg.,1500.0,48.5,72750.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,12-SUB,Earthing Sets H.T of C.I.pipe 150 mm 3 mtr.,No.,22.0,6300.0,138600.0,pipes,Long (>5 years),As needed,2-3 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,12-SUB,Coal,Kg.,1310.0,15.0,19650.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,12-SUB,Salt,Kg.,1310.0,7.0,9170.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,12-SUB,RCC Ring work for earthing pits,No.,0.0,266.0,0.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,12-SUB,Sundries,L.S.,1.0,810.0,810.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,13,"Power Transformer 33/11 KV, 10 MVA",No,2.0,4687202.0,9374404.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,14,33 KV P.T.,Nos,3.0,18876.0,56628.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,15,33 kV C. T. (400-200/1-1-1),Nos,6.0,25011.0,150066.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,16,33 KV VCB complete 1600 Amp (O.D.),Set,2.0,204195.0,408390.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,17,C&R panel for 33 KV Transformer with 1 Amp. Relay,No,2.0,56858.0,113716.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,18,33 kV Pin Insulators with G.I. Pins,Nos,12.0,541.0,6492.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,19,Structure for 33 KV CT & PT as per Sheet no. 2,No,2.0,48071.0,96142.0,other,Variable,As needed,1-2 weeks,Yes,5
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,19-SUB,Structure for 33 KV PT,Kg.,315.0,51.8,16317.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,19-SUB,Structure for 33 KV CT,Kg.,360.0,51.8,18648.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,19-SUB,Structure for 33 KV L.A.,Kg.,155.0,51.8,8029.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,19-SUB,Structure for Power T/F Neutral Earthing,Kg.,50.0,51.8,2590.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,19-SUB,G.I.Nut Bolls,Kg.,30.0,82.9,2487.0,fasteners,Long (>5 years),Quarterly,1 week,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,20,G.I.Nut Bolts,KG,150.0,82.9,12435.0,fasteners,Long (>5 years),Quarterly,1 week,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,21,Marshalling Box,No.,2.0,4284.0,8568.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,22,11kV I D switchgear (2 I/c+1 B/c+80/G),Set,1.0,3117222.0,3117222.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,23,"XLPE Cable 11 KV, 3 C / 300 mm sq.",MTR,600.0,1194.0,716400.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,24,11 kV heat shrinkable Indoor termination joint kit for 3 C X 300 sq/mm,No.,8.0,1662.0,13296.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,25,Clamps and Connectors as per Sheet no. 3,No.,1.0,335130.0,335130.0,other,Variable,As needed,1-2 weeks,Yes,6
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,25-SUB,T-Connector for 200 sq mm conductor(Compression type),Nos.,60.0,3352.0,201120.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,25-SUB,Clamps for 33 KV Isolator,Nos.,42.0,992.0,41664.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,25-SUB,Connectors for T/F Bushing,Nos.,12.0,3783.0,45396.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,25-SUB,Clamps for 33 KV C.T.,Nos.,12.0,1450.0,17400.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,25-SUB,Clamps for 33 KV P.T.,Nos.,3.0,1450.0,4350.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,25-SUB,Clamps for 33 KV V.C.B.,Nos.,12.0,2100.0,25200.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,26,S/S Yard lighting as per Sheet no. 4,No.,1.0,215879.0,215879.0,other,Variable,As needed,1-2 weeks,Yes,8
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,26-SUB,Flood lights with control gear box & 250w SV Lamp,No.,14.0,6300.0,88200.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,26-SUB,"Tubular pole 9 Mtr. Long 88.9C, 137.7 mm",No.,14.0,4815.0,67410.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,26-SUB,L.T. XLPE Armoured cable 4core 16sq.mm.,Mtr.,250.0,78.0,19500.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,26-SUB,L.T. 2 Core Cable 2.5 sqmm Armoured,Mtr.,100.0,77.0,7700.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,26-SUB,Concreting ration 1:3:6,Cmt.,8.0,3027.0,24216.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,26-SUB,Red Bricks,No.,1200.0,5.5,6600.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,26-SUB,Sand,Cum,6.5,222.0,1443.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,26-SUB,Sundries,L.S.,1.0,810.0,810.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,27,"Battery set 30 Volt, 100 AH with Battery charger",No.,1.0,72000.0,72000.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,28,11/0.43 KV x 100 KVA station Transformer as per Sheet no. 5,No.,1.0,196242.4,196242.4,electrical,Long (>5 years),As needed,2-4 weeks,Yes,17
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,28-SUB,G.I.Channel 100x50x6mm,Kg.,290.0,70.08,20323.2,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,28-SUB,G.I.Channel 75x40x6mm,Kg.,15.0,70.08,1051.2,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,28-SUB,G.I Flat 75x10 mm,Kg.,20.0,66.78,1335.6,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,28-SUB,"Dist. Transformer 100 KVA, 11/0.43 kv",No.,1.0,112770.0,112770.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,28-SUB,L.T.Dist.Boxes 100 KVA with MCCB,No,1.0,12822.0,12822.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,28-SUB,11KV H.G.Fuses,Nos.,1.0,1964.0,1964.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,28-SUB,L.As. 11 KV (Gapless type) with discorector,Set,1.0,1268.0,1268.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,28-SUB,11 kV Pin Insulators with G.I. Pins,Nos.,6.0,135.0,810.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,28-SUB,L.T.XLPE Armoured 3.5 Core cable120 sq.mm.,Rmt.,10.0,329.0,3290.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,28-SUB,L.T.XLPE Armoured 3.5 Core cable70 sq.mm.,Rmt.,50.0,204.0,10200.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,28-SUB,Earthing Sets H.T,Nos.,3.0,342.0,1026.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,28-SUB,G.I.Strip (25 X 3 mm),Kg.,40.0,66.78,2671.2,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,28-SUB,Coal,Kg.,200.0,15.0,3000.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,28-SUB,Salt,Kg.,200.0,7.0,1400.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,28-SUB,Plinth for station Transformer,Cmt.,5.6,3027.0,16951.2,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,28-SUB,Half round cement pipe ( 150mm X 1mtr),Nos.,30.0,110.0,3300.0,cement,Medium (3-6 months),Monthly,1 week,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,28-SUB,G.I.Nut Boltsx Washer & Misc Material,L.S,1.0,2060.0,2060.0,fasteners,Long (>5 years),Quarterly,1 week,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,29,Control cables for S/S as per Sheet no. 6,No.,1.0,171605.9,171605.9,electrical,Long (>5 years),As needed,2-4 weeks,Yes,6
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,29-SUB,Armoured Copper control cable 19C X 2.5 Sq mm,Rmt,250.0,331.39,82647.5,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,29-SUB,Armoured Copper control cable 12C X 2.5 Sq mm,Rmt,260.0,216.24,56222.4,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,29-SUB,Armoured Copper control cable 4C X 2.5 Sq mm,Rmt,125.0,87.6,10950.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,29-SUB,Armoured Copper control cable 2Cx2.5 sq.mm.,Rmt,100.0,55.11,5511.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,29-SUB,L.T. XLPE Armoured cable 4core 16sq.mm.,RMT,200.0,78.0,15600.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,29-SUB,Miscelleneous material,L.S,1.0,475.0,475.0,other,Variable,As needed,1-2 weeks,No,0
0104D,Cost data for 33/11 kV 2 X 10 MVA New S/S33 kV Outdoor & 11 kV Indoor with RSJ pole structure,30,AC Distribution Board 'B' type,No.,1.0,24325.0,24325.0,lumber,Medium (1-2 years),Bi-monthly,1-2 weeks,No,0
0602,22 KV FEEDER BAY,1,22 KV Lightning Arrestors (Screw type),Set,1.0,8568.0,8568.0,fasteners,Long (>5 years),Quarterly,1 week,No,0
0602,22 KV FEEDER BAY,2,22 KV Isolators with EB (800 A),Set,1.0,41547.0,41547.0,other,Variable,As needed,1-2 weeks,No,0
0602,22 KV FEEDER BAY,3,22 KV Isolators without EB (800 Amp.),Set,1.0,35680.0,35680.0,other,Variable,As needed,1-2 weeks,No,0
0602,22 KV FEEDER BAY,4,22 KV VCB complete 1600 Amp (O.D.),Set,1.0,179600.0,179600.0,other,Variable,As needed,1-2 weeks,No,0
0602,22 KV FEEDER BAY,5,"CT 200-100/1-1 A, 22 KV",Nos.,3.0,23767.0,71301.0,other,Variable,As needed,1-2 weeks,No,0
0602,22 KV FEEDER BAY,6,Control C&R Panel 22 KV for feeder with accessories.,Nos.,1.0,75834.0,75834.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0602,22 KV FEEDER BAY,7,"Structure and foundation cables, clamps, painting etc.as per sheet (A+B+C+D+F)",L.S.,1.0,330027.6,330027.6,electrical,Long (>5 years),As needed,2-4 weeks,Yes,28
0602,22 KV FEEDER BAY,7-SUB,Structure for 22 KV L.A.,Kg.,250.0,51.8,12950.0,other,Variable,As needed,1-2 weeks,No,0
0602,22 KV FEEDER BAY,7-SUB,Structure for 22 KV CT,Kg.,315.0,51.8,16317.0,other,Variable,As needed,1-2 weeks,No,0
0602,22 KV FEEDER BAY,7-SUB,G.I. Gantry Structures,Kg.,1000.0,70.08,70080.0,other,Variable,As needed,1-2 weeks,No,0
0602,22 KV FEEDER BAY,7-SUB,G.I.Nut Bolls,Kg.,100.0,82.9,8290.0,fasteners,Long (>5 years),Quarterly,1 week,No,0
0602,22 KV FEEDER BAY,7-SUB,Welding Rods,Nos.,5000.0,3.5,17500.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0602,22 KV FEEDER BAY,7-SUB,Foundation for 22 kV Isolators,Cmt.,1.3,3027.0,3935.1,other,Variable,As needed,1-2 weeks,No,0
0602,22 KV FEEDER BAY,7-SUB,Foundation for 22 kV Isolators without EB,Cmt.,1.3,3027.0,3935.1,other,Variable,As needed,1-2 weeks,No,0
0602,22 KV FEEDER BAY,7-SUB,Foundation for 22 kV Lightning Arrestor,Cmt.,1.3,3027.0,3935.1,other,Variable,As needed,1-2 weeks,No,0
0602,22 KV FEEDER BAY,7-SUB,Foundation for 22 kV C.Ts,Cmt.,1.3,3027.0,3935.1,other,Variable,As needed,1-2 weeks,No,0
0602,22 KV FEEDER BAY,7-SUB,Foundation for 22 kV Breaker,Cmt.,1.3,3027.0,3935.1,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0602,22 KV FEEDER BAY,7-SUB,Foundation for Gantry Structures,Cmt.,2.6,3027.0,7870.2,other,Variable,As needed,1-2 weeks,No,0
0602,22 KV FEEDER BAY,7-SUB,AAAC 232 mm2,Mtrs.,25.0,127.4,3185.0,other,Variable,As needed,1-2 weeks,No,0
0602,22 KV FEEDER BAY,7-SUB,T-Connector for 200 sq mm conductor(Compression type),Noa,30.0,3352.0,100560.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0602,22 KV FEEDER BAY,7-SUB,Breaker Clamps,Nos.,6.0,1688.0,10128.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0602,22 KV FEEDER BAY,7-SUB,clamps for Isolator,Nos.,12.0,845.0,10140.0,other,Variable,As needed,1-2 weeks,No,0
0602,22 KV FEEDER BAY,7-SUB,Clamps for CTs,Nos.,6.0,1180.0,7080.0,other,Variable,As needed,1-2 weeks,No,0
0602,22 KV FEEDER BAY,7-SUB,Disc Insulator 11 KV 70 KN,Nos.,12.0,344.0,4128.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0602,22 KV FEEDER BAY,7-SUB,Strain Hardware for AAAC232 sq.mm.,Nos.,6.0,603.0,3618.0,other,Variable,As needed,1-2 weeks,No,0
